emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,months_since_last_delinq,total_credit_lines,account_never_delinq_percent,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,loan_status
,,NJ,MORTGAGE,82000.0,Verified,18.09,1,5.0,28,82.1,other,individual,20000,36,19.03,733.43,D,Current
supervisor,10.0,TX,RENT,82000.0,Source Verified,7.08,0,,16,100.0,credit_card,individual,30000,36,16.01,1054.86,C,Current
microbiology labratory security,0.0,CA,OWN,27000.0,Not Verified,2.54,0,,5,100.0,other,individual,3600,36,6.72,110.7,A,Current
telecommunications analyst,3.0,TX,MORTGAGE,92000.0,Not Verified,25.33,0,,33,100.0,home_improvement,individual,20000,36,6.07,609.08,A,Current
medical secretary ,6.0,NJ,MORTGAGE,45000.0,Source Verified,23.92,2,19.0,18,76.5,debt_consolidation,joint,8000,36,15.05,277.52,C,Current
financial service specialist,1.0,CA,RENT,40000.0,Source Verified,29.72,0,,20,100.0,credit_card,individual,16000,36,6.07,487.26,A,Current
consultant,1.0,NC,MORTGAGE,170000.0,Verified,22.66,0,,31,100.0,debt_consolidation,individual,24000,36,13.58,815.38,C,Current
cook / server,5.0,CA,RENT,30000.0,Source Verified,5.68,0,,13,100.0,credit_card,individual,2000,36,10.42,64.93,B,Current
business analyst ,3.0,NY,RENT,52500.0,Source Verified,9.73,1,18.0,8,87.5,other,individual,2000,36,11.98,66.41,B,Current
cook,8.0,CA,RENT,25000.0,Source Verified,2.78,1,16.0,23,91.3,vacation,individual,6500,36,9.43,208.01,B,Current
setup operator,6.0,SC,RENT,70000.0,Not Verified,39.07,0,,33,100.0,debt_consolidation,individual,8000,36,16.02,281.34,C,Current
,,AL,RENT,16000.0,Verified,25.43,0,,7,100.0,debt_consolidation,individual,7000,36,18.06,253.28,D,Current
analyst,2.0,VA,RENT,125000.0,Source Verified,2.47,0,,11,100.0,credit_card,individual,25000,60,12.61,563.85,C,Current
supervisor ,10.0,CA,MORTGAGE,60000.0,Source Verified,22.92,0,,29,100.0,debt_consolidation,individual,15000,60,14.07,349.57,C,Current
research programmer / analyst,2.0,NC,RENT,100000.0,Source Verified,27.71,0,29.0,38,89.5,debt_consolidation,individual,35000,36,10.42,1136.27,B,Current
rapid prototyping manager,3.0,CA,RENT,205000.0,Source Verified,14.04,1,21.0,27,84.6,debt_consolidation,individual,26000,36,10.42,844.09,B,Current
warehouse general,10.0,MI,MORTGAGE,45000.0,Source Verified,11.79,0,,16,100.0,debt_consolidation,individual,12000,60,17.47,301.28,D,Current
pharmacy tech ,2.0,CA,RENT,26448.0,Not Verified,30.54,0,,7,100.0,credit_card,individual,10000,60,10.91,216.98,B,Current
aviation inspector,10.0,CA,MORTGAGE,90000.0,Not Verified,18.63,0,,31,100.0,home_improvement,individual,15000,36,5.32,451.73,A,Current
realtor / assistant,5.0,NJ,MORTGAGE,80000.0,Not Verified,18.39,0,56.0,27,74.1,credit_card,joint,14000,60,9.44,293.62,B,Current
paralegal ,10.0,GA,MORTGAGE,60000.0,Source Verified,27.84,1,7.0,22,95.5,debt_consolidation,joint,15000,36,9.44,480.08,B,Current
accountant,5.0,NY,RENT,60000.0,Not Verified,9.24,0,33.0,15,93.3,debt_consolidation,individual,10000,36,14.08,342.17,C,Current
cashier,3.0,WA,RENT,25000.0,Not Verified,14.31,0,25.0,24,95.7,debt_consolidation,individual,5000,36,7.35,155.19,A,Current
owner,10.0,GA,RENT,74000.0,Not Verified,14.39,0,,17,100.0,small_business,individual,28125,60,12.62,634.48,C,Current
contract specialist ,10.0,MD,RENT,119568.0,Verified,22.04,0,,21,100.0,debt_consolidation,individual,10000,36,15.04,346.85,C,Current
,,TX,MORTGAGE,20000.0,Source Verified,0.0,0,,14,100.0,other,individual,10000,60,9.92,212.08,B,Current
chief financial officer,2.0,MA,MORTGAGE,151000.0,Verified,15.81,0,28.0,30,86.7,home_improvement,individual,40000,60,10.9,867.71,B,Current
officer of corporation,6.0,CA,RENT,70000.0,Not Verified,27.6,0,,22,100.0,credit_card,individual,10000,36,6.72,307.5,A,Current
kitchen designer,4.0,ME,OWN,35000.0,Verified,29.12,0,,34,100.0,debt_consolidation,individual,8000,36,5.32,240.92,A,Current
regional manager ,2.0,NY,RENT,84000.0,Verified,7.57,0,,8,100.0,house,individual,35000,60,11.99,778.38,B,Late (31-120 days)
executive chef,2.0,CA,MORTGAGE,200000.0,Source Verified,10.67,0,,30,100.0,debt_consolidation,individual,20000,36,5.32,602.3,A,Current
telecommunications tech ,5.0,FL,OWN,25000.0,Verified,31.61,0,,6,100.0,debt_consolidation,individual,9000,36,10.41,292.15,B,Current
finisher,0.0,VT,RENT,60000.0,Source Verified,8.7,0,,8,100.0,debt_consolidation,individual,20000,60,14.07,466.1,C,Current
operations manager,10.0,NJ,RENT,65000.0,Not Verified,15.05,0,,36,100.0,debt_consolidation,individual,3000,36,6.07,91.37,A,Current
grocery clerk,3.0,OR,RENT,15000.0,Verified,28.96,0,,13,100.0,credit_card,joint,8000,36,9.93,257.88,B,Current
mechanic,10.0,TX,OWN,52000.0,Source Verified,2.28,0,,8,100.0,major_purchase,individual,10000,36,11.99,332.1,B,Current
services coordinator,2.0,ME,RENT,44000.0,Verified,12.9,0,79.0,18,94.4,major_purchase,individual,5000,36,6.71,153.73,A,Current
,,MA,MORTGAGE,145000.0,Not Verified,16.57,0,33.0,35,91.4,debt_consolidation,individual,15000,36,5.31,451.66,A,Current
renewal specialist,1.0,IL,RENT,48000.0,Not Verified,18.03,0,28.0,24,95.8,debt_consolidation,individual,10000,60,13.59,230.57,C,Current
associate medical director,2.0,CT,OWN,100000.0,Source Verified,10.92,0,,10,100.0,home_improvement,individual,40000,36,10.9,1307.66,B,Current
,,NE,RENT,35000.0,Source Verified,5.59,0,60.0,17,88.2,other,individual,3000,36,12.62,100.54,C,Current
junior graphic designer,0.0,OH,RENT,33000.0,Not Verified,27.02,0,,12,100.0,credit_card,individual,1500,36,10.42,48.7,B,Current
ceo president,10.0,GA,MORTGAGE,196000.0,Not Verified,24.38,0,,43,100.0,credit_card,individual,28000,36,15.05,971.32,C,Current
graphic designer,7.0,CA,RENT,76000.0,Not Verified,11.45,0,,17,100.0,debt_consolidation,individual,8000,36,6.71,245.96,A,Current
accounting assistant,5.0,FL,RENT,49000.0,Source Verified,28.8,0,,30,100.0,debt_consolidation,individual,20000,60,21.45,546.15,D,Current
group creative director,0.0,NY,MORTGAGE,275000.0,Source Verified,11.12,0,,23,100.0,debt_consolidation,individual,40000,36,9.44,1280.2,B,Current
forming operator,4.0,NY,MORTGAGE,80000.0,Verified,13.47,1,15.0,39,94.9,debt_consolidation,individual,11000,36,11.99,365.31,B,Current
large format printing lead,3.0,NY,RENT,35500.0,Not Verified,16.93,0,82.0,14,92.9,debt_consolidation,individual,3300,36,11.99,109.6,B,Current
,,CA,MORTGAGE,130000.0,Not Verified,14.43,0,,36,100.0,medical,individual,15000,36,6.07,456.81,A,Current
,,UT,OWN,56000.0,Source Verified,16.08,0,,10,100.0,debt_consolidation,individual,11500,36,5.31,346.27,A,Current
technical sales rep,1.0,FL,OWN,150000.0,Source Verified,33.23,1,10.0,35,97.1,credit_card,individual,16500,36,6.07,502.49,A,Current
pretreatment technician,10.0,WA,RENT,80000.0,Source Verified,23.73,0,63.0,28,95.8,debt_consolidation,individual,15000,60,19.42,392.59,D,Current
manager - projects,10.0,NJ,RENT,105000.0,Verified,14.37,0,,33,100.0,major_purchase,individual,35000,60,21.85,963.68,D,Current
hydrologist,10.0,MN,MORTGAGE,72000.0,Verified,21.32,0,37.0,31,87.1,debt_consolidation,individual,4400,36,14.08,150.56,C,Current
lieutenant,10.0,MA,MORTGAGE,96000.0,Verified,18.66,1,18.0,18,84.6,debt_consolidation,individual,19000,60,18.06,483.1,D,Current
autocad ,1.0,MI,OWN,35300.0,Source Verified,27.2,0,69.0,17,93.8,debt_consolidation,individual,3125,36,10.91,102.18,B,Current
office manager,10.0,IL,MORTGAGE,73000.0,Not Verified,24.38,0,,48,100.0,debt_consolidation,individual,20000,60,9.44,419.46,B,Current
pharmacy technician ,10.0,IL,OWN,50000.0,Verified,17.23,0,48.0,40,92.5,debt_consolidation,individual,20000,60,12.62,451.19,C,Current
dockworker,3.0,PA,OWN,70000.0,Not Verified,7.75,0,,11,100.0,debt_consolidation,individual,10000,60,9.44,209.73,B,Current
sales,7.0,NC,MORTGAGE,350000.0,Verified,6.21,0,,27,100.0,debt_consolidation,individual,35000,36,6.08,1066.04,A,Current
consulting database specialist,10.0,OH,RENT,65000.0,Not Verified,26.88,2,4.0,33,93.9,debt_consolidation,individual,14000,36,11.98,464.87,B,Current
house officer ,3.0,NY,OWN,85820.0,Not Verified,19.44,0,,19,100.0,other,individual,16000,36,9.92,515.68,B,Current
vp hr,8.0,KY,MORTGAGE,275000.0,Source Verified,19.2,0,25.0,29,93.1,debt_consolidation,individual,8000,36,13.59,271.84,C,Current
teacher,10.0,NM,RENT,90000.0,Not Verified,16.31,0,66.0,28,96.3,debt_consolidation,individual,7000,36,10.41,227.23,B,Current
shade assembler,5.0,IN,MORTGAGE,45000.0,Verified,42.64,0,,26,100.0,debt_consolidation,joint,24000,60,9.93,509.11,B,Current
finance,10.0,AZ,MORTGAGE,45000.0,Not Verified,17.49,0,,35,100.0,debt_consolidation,individual,10000,36,7.97,313.23,A,Current
carpenter,10.0,NY,RENT,56000.0,Not Verified,32.32,0,,37,100.0,debt_consolidation,individual,2500,36,19.42,92.18,D,Current
counselor,2.0,MN,MORTGAGE,58500.0,Verified,18.17,0,29.0,45,97.8,other,individual,25000,60,18.45,640.98,D,Current
sales manager,0.0,KY,MORTGAGE,170000.0,Not Verified,7.2,0,,26,100.0,home_improvement,individual,5000,36,6.72,153.75,A,Current
certified peer specialist,5.0,VA,MORTGAGE,33427.94,Source Verified,3.48,0,,9,100.0,debt_consolidation,joint,9000,36,10.91,294.27,B,Current
,,PA,RENT,9600.0,Source Verified,20.73,0,27.0,11,80.0,debt_consolidation,individual,5000,36,17.47,179.44,D,Current
medical asst,10.0,MA,RENT,92000.0,Not Verified,9.37,0,,13,100.0,credit_card,individual,10000,36,10.41,324.61,B,Current
,,NJ,MORTGAGE,12036.0,Verified,74.38,0,82.0,31,96.4,debt_consolidation,joint,1200,36,6.72,36.9,A,Current
production manager,4.0,TX,MORTGAGE,49000.0,Not Verified,15.28,0,,25,88.0,debt_consolidation,individual,10000,36,9.44,320.05,B,Current
cook,4.0,NY,RENT,35000.0,Source Verified,9.09,0,,10,100.0,debt_consolidation,individual,6000,36,12.61,201.04,C,Current
maintenance tech,0.0,FL,RENT,35000.0,Not Verified,3.67,0,32.0,9,88.9,debt_consolidation,individual,2500,36,7.96,78.3,A,Current
cleaner,4.0,NY,OWN,50000.0,Verified,2.7,0,,3,100.0,credit_card,joint,32000,36,10.9,1046.13,B,Current
pmo manager,10.0,CA,MORTGAGE,98000.0,Not Verified,16.07,1,4.0,26,88.5,debt_consolidation,individual,28000,60,21.85,770.95,D,Current
,,TN,RENT,20400.0,Verified,9.82,0,69.0,15,86.7,debt_consolidation,individual,10000,36,7.96,313.18,A,Current
manger/barber,10.0,IL,MORTGAGE,108000.0,Verified,21.08,0,,37,100.0,debt_consolidation,individual,35000,60,9.43,733.87,B,Current
,,CO,MORTGAGE,65318.52,Not Verified,22.18,0,,8,100.0,home_improvement,individual,25000,60,15.04,595.28,C,Current
teacher,10.0,AL,MORTGAGE,90000.0,Source Verified,13.72,0,28.0,22,90.9,debt_consolidation,individual,15000,60,14.07,349.57,C,Current
auto tech,10.0,WI,MORTGAGE,52000.0,Source Verified,15.3,0,,24,100.0,credit_card,individual,16000,36,10.9,523.07,B,Current
electronic engineer,8.0,NY,MORTGAGE,109000.0,Not Verified,13.82,1,22.0,28,64.3,debt_consolidation,individual,20000,36,6.08,609.17,A,Current
interior concept designer,1.0,GA,RENT,65000.0,Source Verified,15.94,0,,20,100.0,credit_card,individual,10000,36,9.93,322.35,B,Current
machine operator,1.0,MN,RENT,55000.0,Not Verified,11.52,0,34.0,10,80.0,car,individual,10000,36,12.61,335.07,C,Current
dock worker,10.0,PA,MORTGAGE,58000.0,Not Verified,18.48,0,,23,100.0,debt_consolidation,individual,15000,60,10.42,321.82,B,Current
assistant,10.0,MD,MORTGAGE,84000.0,Source Verified,22.6,2,4.0,22,81.8,debt_consolidation,individual,11100,60,30.17,360.29,F,Current
lead driver,10.0,GA,RENT,85000.0,Verified,21.22,0,,19,95.0,debt_consolidation,individual,24000,60,19.42,628.14,D,Late (31-120 days)
residential coordinator,1.0,NJ,OWN,33000.0,Not Verified,20.58,0,58.0,22,63.6,credit_card,individual,1950,36,9.43,62.41,B,Current
,,CA,MORTGAGE,40000.0,Verified,7.2,0,52.0,12,83.3,debt_consolidation,individual,15000,60,17.47,376.59,D,Current
supervisor ,3.0,NJ,RENT,46800.0,Source Verified,16.62,0,62.0,24,95.8,house,individual,8000,36,7.34,248.27,A,Current
assistant registrar-graduation,10.0,SC,RENT,48000.0,Not Verified,15.38,0,,8,100.0,debt_consolidation,individual,8500,36,7.96,266.21,A,Current
assistant to internet director,4.0,TX,MORTGAGE,67764.0,Source Verified,17.62,0,,15,100.0,debt_consolidation,individual,12000,36,13.58,407.69,C,Current
family skill specialist,4.0,CA,OWN,26000.0,Verified,10.85,0,,7,100.0,credit_card,joint,24000,60,9.43,503.23,B,Current
head of shopper engagement,3.0,IL,MORTGAGE,245000.0,Verified,36.25,0,,26,100.0,debt_consolidation,individual,12475,60,21.85,343.49,D,Current
shipping & receiving,2.0,OH,RENT,45000.0,Not Verified,27.28,0,,14,100.0,credit_card,individual,11500,60,21.85,316.64,D,Current
rn,0.0,CO,RENT,24000.0,Verified,1.25,0,,22,100.0,other,individual,1000,36,22.91,38.67,E,Current
manager,10.0,CA,MORTGAGE,80000.0,Not Verified,0.75,0,62.0,9,88.9,home_improvement,individual,15000,36,12.61,502.6,C,Current
managment,10.0,AK,MORTGAGE,52000.0,Verified,12.08,0,43.0,15,93.3,credit_card,individual,13250,36,9.93,427.11,B,Current
manager,9.0,KY,MORTGAGE,70000.0,Source Verified,13.75,0,,44,100.0,house,individual,10000,36,6.72,307.5,A,Current
director of operations,3.0,GA,RENT,100000.0,Source Verified,8.59,0,,8,100.0,credit_card,individual,18000,36,19.42,663.64,D,Current
branch manager ,10.0,CA,MORTGAGE,95000.0,Source Verified,18.89,0,78.0,28,93.8,vacation,individual,2400,36,9.92,77.36,B,Current
rural carrier,10.0,MS,MORTGAGE,78000.0,Not Verified,19.97,2,10.0,18,72.2,debt_consolidation,individual,21700,60,14.07,505.71,C,Current
office administrator,10.0,MI,RENT,65000.0,Verified,37.06,0,,29,100.0,debt_consolidation,individual,36525,36,10.42,1185.78,B,Current
regional director,2.0,SC,MORTGAGE,85000.0,Not Verified,17.61,1,16.0,34,76.5,credit_card,individual,5000,36,7.35,155.19,A,Current
educator,10.0,NM,MORTGAGE,138000.0,Not Verified,27.51,1,20.0,19,89.5,debt_consolidation,individual,28000,36,6.71,860.86,A,Current
fixed assets manager,10.0,OK,MORTGAGE,72900.0,Not Verified,21.05,0,,25,100.0,debt_consolidation,individual,35000,36,12.62,1172.9,C,Current
manager,10.0,DE,MORTGAGE,100000.0,Not Verified,38.45,0,,63,100.0,credit_card,joint,40000,60,21.45,1092.29,D,Current
,,PA,MORTGAGE,31000.0,Not Verified,17.96,0,75.0,24,91.7,credit_card,individual,14000,60,16.01,340.53,C,Current
rn,10.0,NJ,MORTGAGE,95000.0,Not Verified,6.27,0,,6,100.0,home_improvement,individual,20000,60,16.02,486.58,C,Current
hub employee,10.0,CA,RENT,28000.0,Source Verified,11.36,0,,15,100.0,debt_consolidation,individual,7000,36,10.9,228.84,B,Current
technical solutions architecture manager,6.0,NC,MORTGAGE,115000.0,Source Verified,9.11,1,3.0,18,77.8,debt_consolidation,individual,20000,36,11.99,664.2,B,Current
dentist ,10.0,NY,RENT,250000.0,Source Verified,5.44,0,30.0,25,100.0,credit_card,individual,40000,36,7.34,1241.32,A,Current
social worker,7.0,CA,RENT,80000.0,Not Verified,15.46,0,39.0,42,95.1,credit_card,individual,10000,36,12.61,335.07,C,Current
service representative,1.0,NY,RENT,40000.0,Source Verified,7.2,0,,26,100.0,car,individual,8000,36,6.71,245.96,A,Current
delivery merchandiser,10.0,SC,RENT,50000.0,Not Verified,2.42,0,53.0,12,91.7,credit_card,individual,4000,36,9.43,128.01,B,Current
physician ,0.0,MA,RENT,70000.0,Not Verified,34.13,0,,14,100.0,credit_card,individual,30000,36,13.59,1019.37,C,Current
executive assistant,3.0,CA,RENT,109000.0,Not Verified,17.68,0,41.0,17,94.1,debt_consolidation,individual,20000,36,6.08,609.17,A,Current
attorney,6.0,CT,MORTGAGE,220000.0,Source Verified,18.01,0,28.0,34,76.5,home_improvement,individual,24000,36,7.96,751.63,A,Current
dietary aide,10.0,MN,RENT,35000.0,Not Verified,25.65,0,,14,100.0,credit_card,individual,4000,36,7.35,124.15,A,Current
engineer departnent,0.0,CA,RENT,47328.0,Source Verified,10.19,0,,11,100.0,other,individual,14000,60,10.9,303.7,B,Current
nurse practitioner ,9.0,NC,MORTGAGE,90000.0,Source Verified,24.17,0,,26,100.0,debt_consolidation,individual,24000,36,6.07,730.89,A,Current
cashier ,0.0,UT,RENT,17000.0,Source Verified,5.44,0,63.0,5,80.0,other,individual,2800,36,19.03,102.68,D,Current
principal ,10.0,NV,MORTGAGE,240000.0,Source Verified,9.49,0,,36,100.0,debt_consolidation,individual,32000,60,14.08,745.92,C,Current
manager ,8.0,NY,MORTGAGE,62000.0,Source Verified,27.7,0,57.0,45,81.8,credit_card,individual,12000,36,10.42,389.58,B,Current
fbc,1.0,NC,MORTGAGE,66000.0,Not Verified,1.45,0,75.0,13,61.5,home_improvement,individual,9600,36,9.44,307.25,B,Current
shipping clerk,10.0,GA,MORTGAGE,39000.0,Source Verified,9.78,0,,16,100.0,credit_card,individual,9600,36,5.31,289.06,A,Current
claims investigator,3.0,CA,RENT,76000.0,Not Verified,11.81,0,78.0,13,92.3,debt_consolidation,individual,3500,36,7.97,109.63,A,Current
executive customer service,10.0,FL,MORTGAGE,80000.0,Not Verified,14.44,0,,33,100.0,debt_consolidation,individual,8000,36,5.32,240.92,A,Current
engineering supervisor,10.0,IL,MORTGAGE,110000.0,Verified,31.18,0,25.0,21,95.0,debt_consolidation,individual,12000,36,10.91,392.36,B,Current
administrator,10.0,TX,MORTGAGE,89000.0,Source Verified,38.98,0,,46,100.0,debt_consolidation,individual,32400,36,10.91,1059.36,B,Current
,,FL,MORTGAGE,13800.0,Verified,128.61,0,,13,100.0,home_improvement,joint,3600,36,19.03,132.02,D,Current
legal assistant,10.0,FL,RENT,31800.0,Source Verified,14.72,0,,12,100.0,debt_consolidation,individual,15000,60,12.61,338.31,C,Current
registered nurse,0.0,MO,MORTGAGE,60000.0,Source Verified,17.58,0,34.0,28,85.7,debt_consolidation,individual,8300,36,13.59,282.03,C,Current
deputy sheriff,10.0,MA,MORTGAGE,140000.0,Source Verified,20.57,0,,43,100.0,debt_consolidation,individual,25600,36,5.32,770.94,A,Current
project manager,10.0,CO,RENT,100000.0,Verified,22.64,0,77.0,30,96.7,debt_consolidation,individual,20000,60,13.58,461.03,C,Current
lead software architect,2.0,NH,MORTGAGE,180000.0,Not Verified,9.92,0,30.0,26,72.0,debt_consolidation,individual,27900,60,16.01,678.63,C,Current
sales,10.0,PA,MORTGAGE,80000.0,Not Verified,14.52,0,,18,100.0,other,individual,4000,36,7.35,124.15,A,Current
ir technologist ,10.0,VT,MORTGAGE,71000.0,Verified,18.61,0,31.0,23,95.7,other,individual,1000,36,9.92,32.23,B,Current
engineer tech,6.0,MI,MORTGAGE,62000.0,Source Verified,16.82,0,35.0,21,95.2,credit_card,individual,24000,60,9.43,503.23,B,Current
owner/operator,10.0,AZ,MORTGAGE,156000.0,Verified,13.22,0,,28,100.0,credit_card,individual,40000,36,7.35,1241.5,A,Current
manager,6.0,IN,MORTGAGE,77000.0,Not Verified,7.84,0,,31,100.0,debt_consolidation,individual,22000,36,9.43,704.01,B,Current
sales,10.0,WA,RENT,125000.0,Not Verified,5.65,0,64.0,24,91.3,debt_consolidation,individual,6400,36,9.44,204.84,B,Current
carpenter,10.0,MA,RENT,100000.0,Source Verified,24.8,0,,27,100.0,debt_consolidation,individual,12000,36,17.09,428.38,D,Current
sales manger,1.0,CA,MORTGAGE,85000.0,Verified,24.42,0,,48,100.0,debt_consolidation,individual,30000,36,18.06,1085.48,D,Current
claims examiner ii,1.0,CA,OWN,76000.0,Source Verified,18.08,2,11.0,12,83.3,debt_consolidation,individual,12000,60,21.85,330.41,D,Current
patternmaker / designer,6.0,CA,RENT,96000.0,Not Verified,10.66,0,,8,100.0,credit_card,individual,20000,36,6.72,614.99,A,Current
senior chemist,4.0,NJ,MORTGAGE,139500.0,Source Verified,21.22,0,55.0,39,66.7,debt_consolidation,individual,24000,36,9.43,768.01,B,Current
civil engineering tech,2.0,MN,MORTGAGE,74200.0,Verified,16.19,0,38.0,24,95.8,debt_consolidation,individual,38400,60,10.42,823.85,B,Current
operations manager,9.0,GA,MORTGAGE,75000.0,Not Verified,10.15,1,14.0,18,93.3,debt_consolidation,individual,10000,60,15.04,238.11,C,Current
owner operator,4.0,CA,RENT,70000.0,Source Verified,2.59,1,16.0,27,92.3,debt_consolidation,individual,30000,36,18.06,1085.48,D,Current
district technology support analyst,10.0,CA,RENT,113000.0,Source Verified,12.86,0,31.0,23,87.0,debt_consolidation,individual,9000,36,15.04,312.17,C,Current
sr rest engineer ,3.0,UT,RENT,104000.0,Verified,33.84,0,,20,100.0,debt_consolidation,individual,28000,36,13.59,951.41,C,Current
owner,10.0,VA,MORTGAGE,12000.0,Verified,204.13,0,,19,100.0,debt_consolidation,joint,29000,60,7.35,579.04,A,Current
chef,0.0,TX,RENT,14400.0,Verified,3.83,0,,2,100.0,major_purchase,individual,5000,36,15.05,173.45,C,Late (31-120 days)
receptionist,1.0,WA,RENT,30163.0,Verified,27.7,0,,9,100.0,debt_consolidation,individual,26000,60,26.77,790.35,E,Current
manager,10.0,TX,MORTGAGE,120000.0,Verified,7.81,0,36.0,8,75.0,debt_consolidation,joint,25000,36,7.35,775.94,A,Current
manager,10.0,NJ,OWN,79500.0,Source Verified,17.98,1,14.0,26,96.2,debt_consolidation,individual,25000,36,11.98,830.12,B,Current
